segment,country,product,discount_band,units_sold,manufacturing_price,sale_price,gross_sales,discounts,sales,cogs,profit,date,month_number,month_name,year,net_income,total_assets,equity,liabilities,current_assets,current_liabilities,roa,roe,marge_nette,endettement,liquidite,rotation_actifs,Cluster
Midmarket,United States of America,Paseo,low,1514.0,10.0,15.0,22710.0,227.1,22482.9,15140.0,7342.9,,2, February ,2014,7342.9,224829.0,44965.8,179863.2,112414.5,67448.7,0.03265993265993266,0.16329966329966328,0.32659932659932656,4.0,1.6666666666666667,0.1,1
Government,United States of America,Paseo,low,4492.5,10.0,7.0,31447.5,314.48,31133.03,22462.5,8670.53,,4, April ,2014,8670.53,311330.3,62266.06,249064.24,155665.15,93399.09,0.027849939437311438,0.1392496971865572,0.2784993943731144,4.0,1.6666666666666667,0.1,1
Enterprise,United States of America,Paseo,low,727.0,10.0,125.0,90875.0,908.75,89966.25,87240.0,2726.25,,6, June ,2014,2726.25,899662.5,179932.5,719730.0,449831.25,269898.75,0.0030303030303030303,0.015151515151515152,0.030303030303030304,4.0,1.6666666666666667,0.1,1
Enterprise,France,Paseo,low,787.0,10.0,125.0,98375.0,983.75,97391.25,94440.0,2951.25,,6, June ,2014,2951.25,973912.5,194782.5,779130.0,486956.25,292173.75,0.0030303030303030303,0.015151515151515152,0.030303030303030304,4.0,1.6666666666666667,0.1,1
Enterprise,Mexico,Paseo,low,1823.0,10.0,125.0,227875.0,2278.75,225596.25,218760.0,6836.25,,7, July ,2014,6836.25,2255962.5,451192.5,1804770.0,1127981.25,676788.75,0.0030303030303030303,0.015151515151515152,0.030303030303030304,4.0,1.6666666666666667,0.1,1
Midmarket,Germany,Paseo,low,747.0,10.0,15.0,11205.0,112.05,11092.95,7470.0,3622.95,,9, September ,2014,3622.95,110929.5,22185.9,88743.6,55464.75,33278.85,0.03265993265993266,0.16329966329966328,0.32659932659932656,4.0,1.6666666666666667,0.1,1
Channel Partners,Germany,Paseo,low,766.0,10.0,12.0,9192.0,91.92,9100.08,2298.0,6802.08,,10, October ,2013,6802.08,91000.8,18200.16,72800.64,45500.4,27300.24,0.07474747474747474,0.37373737373737376,0.7474747474747475,4.0,1.6666666666666665,0.09999999999999999,0
Small Business,United States of America,Paseo,low,2905.0,10.0,300.0,871500.0,8715.0,862785.0,726250.0,136535.0,,11, November ,2014,136535.0,8627850.0,1725570.0,6902280.0,4313925.0,2588355.0,0.015824915824915825,0.07912457912457913,0.15824915824915825,4.0,1.6666666666666667,0.1,1
Government,France,Paseo,low,2155.0,10.0,350.0,754250.0,7542.5,746707.5,560300.0,186407.5,,12, December ,2014,186407.5,7467075.0,1493415.0,5973660.0,3733537.5,2240122.5,0.024963924963924963,0.12481962481962482,0.24963924963924963,4.0,1.6666666666666667,0.1,1
Government,France,Velo,low,3864.0,120.0,20.0,77280.0,772.8,76507.2,38640.0,37867.2,,4, April ,2014,37867.2,765072.0,153014.4,612057.6,382536.0,229521.6,0.049494949494949494,0.24747474747474746,0.4949494949494949,4.0,1.6666666666666665,0.09999999999999999,0
Government,Mexico,Velo,low,362.0,120.0,7.0,2534.0,25.34,2508.66,1810.0,698.66,,5, May ,2014,698.66,25086.6,5017.32,20069.28,12543.3,7525.98,0.02784992784992785,0.13924963924963926,0.2784992784992785,4.0,1.6666666666666667,0.1,1
Enterprise,Canada,Velo,low,923.0,120.0,125.0,115375.0,1153.75,114221.25,110760.0,3461.25,,8, August ,2014,3461.25,1142212.5,228442.5,913770.0,571106.25,342663.75,0.0030303030303030303,0.015151515151515152,0.030303030303030304,4.0,1.6666666666666667,0.1,1
Enterprise,United States of America,Velo,low,663.0,120.0,125.0,82875.0,828.75,82046.25,79560.0,2486.25,,10, October ,2013,2486.25,820462.5,164092.5,656370.0,410231.25,246138.75,0.0030303030303030303,0.015151515151515152,0.030303030303030304,4.0,1.6666666666666667,0.1,1
Government,Canada,Velo,low,2092.0,120.0,7.0,14644.0,146.44,14497.56,10460.0,4037.56,,11, November ,2013,4037.56,144975.6,28995.120000000003,115980.48000000001,72487.8,43492.68,0.027849927849927847,0.13924963924963923,0.2784992784992785,4.0,1.6666666666666667,0.09999999999999999,1
Government,Germany,VTT,low,263.0,250.0,7.0,1841.0,18.41,1822.59,1315.0,507.59,,3, March ,2014,507.59,18225.899999999998,3645.18,14580.72,9112.949999999999,5467.7699999999995,0.02784992784992785,0.13924963924963926,0.2784992784992785,4.0,1.6666666666666665,0.1,1
Government,Canada,VTT,low,943.5,250.0,350.0,330225.0,3302.25,326922.75,245310.0,81612.75,,4, April ,2014,81612.75,3269227.5,653845.5,2615382.0,1634613.75,980768.25,0.024963924963924963,0.12481962481962482,0.24963924963924963,4.0,1.6666666666666667,0.1,1
Enterprise,United States of America,VTT,low,727.0,250.0,125.0,90875.0,908.75,89966.25,87240.0,2726.25,,6, June ,2014,2726.25,899662.5,179932.5,719730.0,449831.25,269898.75,0.0030303030303030303,0.015151515151515152,0.030303030303030304,4.0,1.6666666666666667,0.1,1
Enterprise,France,VTT,low,787.0,250.0,125.0,98375.0,983.75,97391.25,94440.0,2951.25,,6, June ,2014,2951.25,973912.5,194782.5,779130.0,486956.25,292173.75,0.0030303030303030303,0.015151515151515152,0.030303030303030304,4.0,1.6666666666666667,0.1,1
Small Business,Germany,VTT,low,986.0,250.0,300.0,295800.0,2958.0,292842.0,246500.0,46342.0,,9, September ,2014,46342.0,2928420.0,585684.0,2342736.0,1464210.0,878526.0,0.015824915824915825,0.07912457912457913,0.15824915824915825,4.0,1.6666666666666667,0.1,1
Small Business,Mexico,VTT,low,494.0,250.0,300.0,148200.0,1482.0,146718.0,123500.0,23218.0,,10, October ,2013,23218.0,1467180.0,293436.0,1173744.0,733590.0,440154.0,0.015824915824915825,0.07912457912457913,0.15824915824915825,4.0,1.6666666666666667,0.1,1
Government,Mexico,VTT,low,1397.0,250.0,350.0,488950.0,4889.5,484060.5,363220.0,120840.5,,10, October ,2014,120840.5,4840605.0,968121.0,3872484.0,2420302.5,1452181.5,0.024963924963924963,0.12481962481962482,0.24963924963924963,4.0,1.6666666666666667,0.1,1
Enterprise,France,VTT,low,1744.0,250.0,125.0,218000.0,2180.0,215820.0,209280.0,6540.0,,11, November ,2014,6540.0,2158200.0,431640.0,1726560.0,1079100.0,647460.0,0.0030303030303030303,0.015151515151515152,0.030303030303030304,4.0,1.6666666666666667,0.1,1
Channel Partners,United States of America,Amarilla,low,1989.0,260.0,12.0,23868.0,238.68,23629.32,5967.0,17662.32,,9, September ,2013,17662.32,236293.2,47258.64000000001,189034.56000000003,118146.6,70887.96,0.07474747474747474,0.3737373737373737,0.7474747474747475,4.0,1.6666666666666665,0.09999999999999999,0
Midmarket,France,Amarilla,low,321.0,260.0,15.0,4815.0,48.15,4766.85,3210.0,1556.85,,11, November ,2013,1556.85,47668.5,9533.7,38134.8,23834.25,14300.55,0.03265993265993266,0.16329966329966328,0.32659932659932656,4.0,1.6666666666666667,0.1,1
Enterprise,Canada,Carretera,low,742.5,3.0,125.0,92812.5,1856.25,90956.25,89100.0,1856.25,,4, April ,2014,1856.25,909562.5,181912.5,727650.0,454781.25,272868.75,0.0020408163265306124,0.01020408163265306,0.02040816326530612,4.0,1.6666666666666667,0.1,1
Channel Partners,Canada,Carretera,low,1295.0,3.0,12.0,15540.0,310.8,15229.2,3885.0,11344.2,,10, October ,2014,11344.2,152292.0,30458.4,121833.6,76146.0,45687.6,0.07448979591836735,0.37244897959183676,0.7448979591836735,4.0,1.6666666666666667,0.1,0
